iter	MultiClass
268	0.5320410166
269	0.5320308431
270	0.5320224136
271	0.5320144685
272	0.5320081706
273	0.5319960593
274	0.5319901005
275	0.5319823977
276	0.5319765842
277	0.5319642306
278	0.5319570123
279	0.531949697
280	0.5319413159
281	0.5319346305
282	0.5319280419
283	0.5319228098
284	0.5319171417
285	0.5319119096
286	0.5319065806
287	0.531894663
288	0.5318833752
289	0.531876496
290	0.5318701496
291	0.5318636095
292	0.5318599277
293	0.5318520795
294	0.5318462176
295	0.5318396775
296	0.5318337671
297	0.5318242718
298	0.5318134685
299	0.5318067346
300	0.5318014056
301	0.5317951077
302	0.5317870658
303	0.5317778611
304	0.5317720477
305	0.5317666703
306	0.5317620195
307	0.5317549949
308	0.5317488423
309	0.5317440947
310	0.531739347
311	0.5317301909
312	0.5317262183
313	0.531721616
314	0.5317158026
315	0.5317117332
316	0.5317077122
317	0.5317007361
318	0.5316949711
319	0.5316870745
320	0.5316835864
321	0.5316791779
322	0.5316712328
323	0.5316661945
324	0.5316594606
325	0.5316532596
326	0.5316494324
327	0.5316452176
328	0.5316367881
329	0.5316290369
330	0.531625355
331	0.5316221092
332	0.5316179429
333	0.5316119841
334	0.5316069458
335	0.5316035061
336	0.5316009385
337	0.531598274
338	0.5315942046
339	0.5315859689
340	0.5315799132
341	0.5315756985
342	0.5315717744
343	0.5315688192
344	0.5315657187
345	0.5315600506
346	0.5315537527
347	0.5315516695
348	0.5315475032
349	0.5315431916
350	0.5315378626
351	0.5315324367
352	0.5315285126
353	0.5315249277
354	0.5315199862
355	0.5315160622
356	0.5315124772
357	0.5315086016
358	0.5315053073
359	0.5315019646
360	0.5314954729
361	0.5314906768
362	0.5314880123
363	0.5314843789
364	0.5314814722
365	0.5314788077
366	0.5314766276
367	0.531472316
368	0.5314692639
369	0.5314610766
370	0.5314587513
371	0.531455021
372	0.5314529378
373	0.5314474635
374	0.5314417954
375	0.5314385011
376	0.531435449
377	0.5314324938
378	0.5314287151
379	0.5314253724
380	0.5314206732
381	0.5314179602
382	0.5314135032
383	0.5314098698
384	0.5314028453
385	0.5313996963
386	0.5313960145
387	0.5313901041
388	0.5313876818
389	0.5313850658
390	0.5313814324
391	0.5313781381
392	0.5313748923
393	0.5313699508
394	0.5313666565
395	0.5313600195
396	0.5313581301
397	0.5313559501
398	0.5313526074
399	0.5313497006
400	0.5313468424
401	0.5313433543
402	0.5313408836
403	0.5313340043
404	0.5313309523
405	0.5313286269
406	0.5313260593
407	0.5313236855
408	0.5313206818
409	0.5313177751
410	0.5313140933
411	0.5313118648
412	0.5313095878
413	0.5313056153
414	0.5313006254
415	0.5312983485
416	0.5312938431
417	0.5312921959
418	0.5312896768
419	0.5312858496
420	0.5312816833
421	0.5312790672
422	0.5312756761
423	0.5312727693
424	0.5312709284
425	0.5312689906
426	0.5312669074
427	0.5312640492
428	0.5312609002
429	0.5312586717
430	0.5312560072
431	0.5312533427
432	0.5312515503
433	0.5312488373
434	0.5312469479
435	0.5312445741
436	0.5312421518
437	0.5312383731
438	0.5312359993
439	0.5312307672
440	0.5312290231
441	0.5312268431
442	0.5312246631
443	0.5312223861
444	0.531219867
445	0.5312177354
446	0.5312155069
447	0.5312142473
448	0.5312119219
449	0.5312100325
450	0.5312058662
451	0.5312023782
452	0.5312001012
453	0.531198115
454	0.531196274
455	0.5311941909
456	0.5311927375
457	0.5311907028
458	0.5311886681
459	0.5311859552
460	0.5311840174
461	0.5311813044
462	0.5311790759
463	0.5311772834
464	0.5311757332
465	0.5311741345
466	0.5311720029
467	0.5311705495
468	0.5311686117
469	0.5311641547
470	0.5311611027
471	0.5311595524
472	0.5311586804
473	0.5311577115
474	0.5311565004
475	0.531154611
476	0.5311528185
477	0.5311502994
478	0.5311468597
479	0.5311454064
480	0.5311431294
481	0.5311412401
482	0.5311383333
483	0.5311358626
484	0.5311331497
485	0.5311287896
486	0.5311267549
487	0.5311253984
488	0.531123509
489	0.5311225401
490	0.5311202632
491	0.5311189552
492	0.5311174049
493	0.5311150795
494	0.5311135293
495	0.5311115915
496	0.5311096537
497	0.5311083456
498	0.5311064563
499	0.5311052451
500	0.5311041309
501	0.5311024353
502	0.5310996739
503	0.5310977845
504	0.5310966218
505	0.5310954592
506	0.5310939573
507	0.531089791
508	0.5310881439
509	0.531084026
510	0.5310821367
511	0.5310806349
512	0.531078697
513	0.5310764201
514	0.5310745307
515	0.5310726898
516	0.5310709942
517	0.5310680875
518	0.531066295
519	0.5310653746
520	0.5310638727
521	0.5310623225
522	0.5310605785
523	0.5310594642
524	0.5310583015
525	0.5310568966
526	0.5310553464
527	0.5310541837
528	0.5310490485
529	0.53104682
530	0.5310452213
531	0.5310437195
532	0.5310422177
533	0.5310396016
534	0.5310369855
535	0.5310355322
536	0.5310339335
537	0.5310324801
538	0.5310304939
539	0.5310259884
540	0.5310240506
541	0.5310225488
542	0.5310206594
543	0.5310191576
544	0.5310179465
545	0.531016154
546	0.531012666
547	0.5310111641
548	0.5310100983
549	0.5310089357
550	0.5310072401
551	0.5310057383
552	0.5310045271
553	0.5310027831
554	0.5310013782
555	0.5310003124
556	0.5309981808
557	0.5309968728
558	0.5309953225
559	0.5309943536
560	0.530992658
561	0.5309915922
562	0.5309903326
563	0.530989073
564	0.5309880072
565	0.5309853912
566	0.5309835018
567	0.5309814187
568	0.5309794809
569	0.5309782213
570	0.5309768648
571	0.5309734252
572	0.5309725047
573	0.5309714389
574	0.5309699856
575	0.5309683869
576	0.5309671757
577	0.5309639299
578	0.5309632516
579	0.5309623312
580	0.5309611685
581	0.5309595213
582	0.5309582133
583	0.5309568084
584	0.5309553066
585	0.5309539986
586	0.5309529328
587	0.5309522061
588	0.5309502198
589	0.5309491056
590	0.530947846
591	0.5309466349
592	0.5309453268
593	0.5309440673
594	0.5309426623
595	0.5309420326
596	0.530940337
597	0.5309390774
598	0.53093806
599	0.5309373818
600	0.5309356862
601	0.5309339422
602	0.5309325857
603	0.530931423
604	0.5309293883
605	0.5309283709
606	0.5309270145
607	0.5309258518
608	0.5309250282
609	0.5309243015
610	0.530920765
611	0.5309172285
612	0.5309142249
613	0.5309123355
614	0.5309108822
615	0.5309083145
616	0.5309072488
617	0.5309058923
618	0.5309048749
619	0.5309040029
620	0.5309021135
621	0.530899013
622	0.5308979472
623	0.5308968814
624	0.530895525
625	0.5308943623
626	0.5308931996
627	0.5308925213
628	0.53089194
629	0.5308900022
630	0.5308891786
631	0.5308882582
632	0.5308872892
633	0.530885303
634	0.5308843825
635	0.5308833652
636	0.5308822994
637	0.5308794895
638	0.5308780846
639	0.530876825
640	0.5308736276
641	0.5308692191
642	0.5308676689
643	0.5308666515
644	0.5308660217
645	0.530864859
646	0.5308642292
647	0.5308632119
648	0.5308619523
649	0.5308610318
650	0.5308598207
651	0.5308589002
652	0.5308580282
653	0.5308570109
654	0.5308560904
655	0.5308549277
656	0.5308540557
657	0.5308528446
658	0.5308520694
659	0.5308511005
660	0.5308498409
661	0.530848436
662	0.5308473702
663	0.5308468858
664	0.5308457715
665	0.5308442213
666	0.5308425741
667	0.5308409754
668	0.5308398612
669	0.530839183
670	0.5308384563
671	0.530837342
672	0.5308367122
673	0.5308358402
674	0.5308339024
675	0.5308329335
676	0.5308317708
677	0.5308306081
678	0.5308296877
679	0.5308286703
680	0.5308261996
681	0.5308256182
682	0.530824504
683	0.5308235351
684	0.5308227115
685	0.5308217426
686	0.5308202408
687	0.5308190781
688	0.5308182061
689	0.5308166074
690	0.5308156385
691	0.5308143789
692	0.53081341
693	0.5308127802
694	0.5308118113
695	0.5308107939
696	0.5308099219
697	0.5308089046
698	0.5308079357
699	0.5308071605
700	0.5308064823
701	0.5308054165
702	0.5308043992
703	0.5308036725
704	0.5308031396
705	0.5308019284
706	0.5308011533
707	0.5308004266
708	0.5307996515
709	0.5307969386
710	0.5307962603
711	0.5307957759
712	0.5307950492
713	0.5307941772
714	0.5307919002
715	0.5307908344
716	0.5307902046
717	0.5307887028
718	0.5307882184
719	0.5307873948
720	0.5307865712
721	0.5307860383
722	0.5307852632
723	0.5307843912
724	0.5307833738
725	0.5307825018
726	0.5307817751
727	0.530781
728	0.5307800311
729	0.5307793529
730	0.5307786262
731	0.5307780933
732	0.5307772213
733	0.5307765915
734	0.5307731034
735	0.5307720376
736	0.5307714563
737	0.530770778
738	0.5307700514
739	0.5307693731
740	0.530768162
741	0.53076729
742	0.5307666117
743	0.5307658366
744	0.5307635112
745	0.530762833
746	0.5307620094
747	0.5307613312
748	0.5307593449
749	0.530758812
750	0.5307583276
751	0.5307576978
752	0.530757068
753	0.530756196
754	0.5307554693
755	0.5307548395
756	0.5307538706
757	0.5307535799
758	0.5307527079
759	0.5307517874
760	0.5307510123
761	0.5307504794
762	0.5307500434
763	0.5307490745
764	0.5307484932
765	0.5307474758
766	0.5307468945
767	0.5307462162
768	0.530745538
769	0.5307446175
770	0.5307438424
771	0.5307431642
772	0.5307421468
773	0.5307416139
774	0.5307409841
775	0.5307403059
776	0.5307395792
777	0.5307388041
778	0.5307381258
779	0.5307377383
780	0.5307369631
781	0.5307362365
782	0.5307356067
783	0.53073488
784	0.5307341533
785	0.5307335235
786	0.5307329422
787	0.5307311013
788	0.5307304715
789	0.5307295994
790	0.5307289212
791	0.5307261598
792	0.5307253362
793	0.5307247065
794	0.5307241251
795	0.5307233015
796	0.5307220904
797	0.530721606
798	0.5307209277
799	0.5307204433
800	0.5307196197
801	0.5307189899
802	0.5307183601
803	0.5307168583
804	0.5307161801
805	0.5307155987
806	0.530714872
807	0.5307142907
808	0.5307135156
809	0.5307129827
810	0.5307108995
811	0.5307102697
812	0.5307098337
813	0.5307093493
814	0.5307087679
815	0.5307080412
816	0.5307074114
817	0.5307070723
818	0.5307062972
819	0.5307051345
820	0.5307046016
821	0.5307039718
822	0.5307031967
823	0.5307027122
824	0.5307017433
825	0.5307012104
826	0.5307006775
827	0.5306981099
828	0.5306974801
829	0.5306969957
830	0.530696269
831	0.5306954939
832	0.5306948156
833	0.5306941859
834	0.5306916182
835	0.5306911822
836	0.5306905524
837	0.530690068
838	0.5306897773
839	0.5306892929
840	0.5306885662
841	0.530688324
842	0.5306875488
843	0.5306870644
844	0.5306863377
845	0.5306855141
846	0.5306835763
847	0.5306827527
848	0.53068159
849	0.5306809118
850	0.5306803305
851	0.5306798945
852	0.5306795069
853	0.5306790709
854	0.5306782958
855	0.5306778598
856	0.5306773753
857	0.5306768908
858	0.5306764548
859	0.5306752437
860	0.5306746624
861	0.530674081
862	0.5306734997
863	0.5306728699
864	0.5306721916
865	0.5306717072
866	0.5306709805
867	0.5306704476
868	0.5306700116
869	0.5306694303
870	0.5306689942
871	0.530668316
872	0.5306678316
873	0.5306673955
874	0.5306668626
875	0.5306661844
876	0.5306652639
877	0.5306646826
878	0.5306642466
879	0.5306625026
880	0.5306620181
881	0.5306610976
882	0.5306607101
883	0.5306602741
884	0.5306596443
885	0.5306589176
886	0.5306583847
887	0.5306577549
888	0.5306571251
889	0.5306565922
890	0.5306559624
891	0.5306557686
892	0.5306553811
893	0.5306549935
894	0.5306546544
895	0.5306543153
896	0.5306539762
897	0.5306535402
898	0.5306530073
899	0.5306526197
900	0.5306522321
901	0.5306518446
902	0.5306515055
903	0.5306510694
904	0.5306506819
905	0.5306504881
906	0.5306499552
907	0.5306495676
908	0.5306493739
909	0.5306488894
910	0.5306485987
911	0.5306481143
912	0.5306475814
913	0.5306469516
914	0.5306465156
915	0.5306462249
916	0.5306453044
917	0.5306449653
918	0.530644384
919	0.530643948
920	0.5306433666
921	0.5306426884
922	0.5306424946
923	0.5306417195
924	0.5306413804
925	0.5306410412
926	0.5306406537
927	0.5306402661
928	0.5306398301
929	0.5306395879
930	0.5306390065
931	0.5306387159
932	0.5306381345
933	0.5306377954
934	0.5306370687
935	0.5306366812
936	0.5306362936
937	0.530635906
938	0.5306355669
939	0.530635034
940	0.530634598
941	0.530634162
942	0.5306335807
943	0.5306330478
944	0.5306326117
945	0.5306321757
946	0.5306318851
947	0.5306314975
948	0.530631013
949	0.5306306739
950	0.5306302864
951	0.5306298504
952	0.530629269
953	0.5306287846
954	0.5306285423
955	0.5306278641
956	0.5306274281
957	0.5306271374
958	0.5306267014
959	0.5306261685
960	0.5306258778
961	0.530625248
962	0.5306248605
963	0.5306243276
964	0.5306239885
965	0.5306233102
966	0.5306228258
967	0.5306223898
968	0.5306218569
969	0.5306214693
970	0.5306210333
971	0.5306207911
972	0.5306202582
973	0.530619919
974	0.5306194346
975	0.5306189986
976	0.5306186595
977	0.5306182719
978	0.5306176906
979	0.5306172061
980	0.5306167216
981	0.5306162856
982	0.5306158981
983	0.5306152683
984	0.5306150261
985	0.5306144932
986	0.5306142509
987	0.5306138149
988	0.5306126522
989	0.53061241
990	0.5306121193
991	0.530611538
992	0.530611102
993	0.530610666
994	0.5306103269
995	0.530609794
996	0.5306094064
997	0.5306091157
998	0.530608825
999	0.5306081468
