iter	MultiClass
194	0.429177906
195	0.4291706651
196	0.4291634584
197	0.4291548171
198	0.4291452195
199	0.4291382861
200	0.4291315234
201	0.4291247606
202	0.4291181004
203	0.4291115426
204	0.4291036186
205	0.429097095
206	0.4290908105
207	0.4290844918
208	0.4290783097
209	0.4290721276
210	0.4290659797
211	0.4290599343
212	0.4290532057
213	0.4290460673
214	0.4290401926
215	0.4290331225
216	0.4290275211
217	0.4290217489
218	0.4290161816
219	0.4290106143
220	0.4290051153
221	0.4289996164
222	0.428992717
223	0.4289872864
224	0.4289820265
225	0.4289767325
226	0.4289716092
227	0.4289664176
228	0.4289612944
229	0.4289561711
230	0.4289511844
231	0.4289462661
232	0.4289413478
233	0.4289364294
234	0.4289315794
235	0.4289267294
236	0.428922016
237	0.4289172343
238	0.4289126575
239	0.4289080124
240	0.4289034356
241	0.428898893
242	0.4288943504
243	0.4288886123
244	0.4288842063
245	0.4288798003
246	0.4288755651
247	0.4288707833
248	0.4288648404
249	0.4288606051
250	0.4288556185
251	0.4288514516
252	0.4288473871
253	0.4288433227
254	0.4288384726
255	0.4288344423
256	0.4288296948
257	0.4288258694
258	0.4288211901
259	0.4288165792
260	0.4288120024
261	0.4288075281
262	0.4288037369
263	0.4287993992
264	0.4287957104
265	0.4287920559
266	0.4287884696
267	0.4287847125
268	0.4287811604
269	0.4287770618
270	0.4287735779
271	0.4287694793
272	0.4287660638
273	0.4287619994
274	0.428758618
275	0.4287551683
276	0.4287518895
277	0.4287485764
278	0.4287452975
279	0.4287420186
280	0.4287387397
281	0.4287355292
282	0.4287323186
283	0.4287291422
284	0.4287259999
285	0.4287228918
286	0.4287197495
287	0.4287167097
288	0.4287136358
289	0.4287105618
290	0.4287075903
291	0.4287045847
292	0.428701579
293	0.4286986417
294	0.4286957385
295	0.4286922888
296	0.4286894198
297	0.4286865508
298	0.4286837159
299	0.4286808469
300	0.4286780803
301	0.4286752796
302	0.4286724447
303	0.4286696781
304	0.428667014
305	0.4286642816
306	0.4286615492
307	0.4286588851
308	0.428656221
309	0.4286536594
310	0.4286510295
311	0.4286483654
312	0.4286458037
313	0.4286432421
314	0.4286406122
315	0.4286376748
316	0.4286351473
317	0.428632654
318	0.4286301949
319	0.4286277357
320	0.4286252424
321	0.4286227832
322	0.4286199142
323	0.4286175916
324	0.4286151666
325	0.4286124
326	0.4286091895
327	0.4286068328
328	0.4286045444
329	0.4286018461
330	0.428598738
331	0.4285964496
332	0.4285941954
333	0.4285917362
334	0.4285887306
335	0.4285861689
336	0.4285840172
337	0.4285818312
338	0.4285797136
339	0.4285774252
340	0.4285752735
341	0.42857319
342	0.4285710724
343	0.4285690231
344	0.4285669396
345	0.428564822
346	0.4285627727
347	0.4285607234
348	0.4285587424
349	0.4285566589
350	0.4285546779
351	0.4285526286
352	0.4285506818
353	0.4285486666
354	0.4285467198
355	0.4285448071
356	0.4285428261
357	0.4285409134
358	0.4285389666
359	0.4285370881
360	0.4285352095
361	0.428533331
362	0.4285314183
363	0.4285296081
364	0.4285275929
365	0.4285257144
366	0.4285239725
367	0.4285221623
368	0.4285203179
369	0.428518576
370	0.4285167316
371	0.4285148872
372	0.4285131112
373	0.4285113351
374	0.4285096274
375	0.4285078513
376	0.4285061435
377	0.4285040259
378	0.4285024548
379	0.4285006787
380	0.4284990734
381	0.4284972974
382	0.4284957262
383	0.4284939843
384	0.4284922766
385	0.428490603
386	0.428487973
387	0.4284863336
388	0.4284846941
389	0.4284828839
390	0.4284810054
391	0.4284794001
392	0.4284778973
393	0.428476292
394	0.4284744135
395	0.4284728423
396	0.4284714078
397	0.4284698367
398	0.4284682997
399	0.428466831
400	0.4284652941
401	0.4284632447
402	0.4284617078
403	0.4284599659
404	0.4284585313
405	0.4284565162
406	0.428454501
407	0.4284531007
408	0.428451632
409	0.4284501975
410	0.428448763
411	0.4284473285
412	0.4284459281
413	0.4284444936
414	0.4284430932
415	0.4284416929
416	0.4284400193
417	0.4284386189
418	0.4284372527
419	0.4284358524
420	0.4284344862
421	0.4284327442
422	0.4284313439
423	0.4284300118
424	0.4284287139
425	0.4284271428
426	0.4284258108
427	0.4284245812
428	0.4284231808
429	0.4284218829
430	0.4284206192
431	0.4284189114
432	0.4284175794
433	0.4284162473
434	0.4284148128
435	0.4284129684
436	0.4284116022
437	0.428410441
438	0.4284091431
439	0.4284079818
440	0.4284066839
441	0.4284055226
442	0.4284041906
443	0.4284025853
444	0.4284007068
445	0.4283995455
446	0.4283983842
447	0.4283972229
448	0.4283960958
449	0.4283949346
450	0.4283936708
451	0.4283925437
452	0.4283914166
453	0.4283902553
454	0.4283890599
455	0.4283879328
456	0.4283867715
457	0.4283856785
458	0.4283845514
459	0.4283834584
460	0.4283818532
461	0.4283808627
462	0.4283795306
463	0.4283784376
464	0.428377413
465	0.42837632
466	0.4283751929
467	0.4283740999
468	0.4283726313
469	0.4283715725
470	0.4283705137
471	0.428369489
472	0.4283684644
473	0.4283674055
474	0.4283663126
475	0.4283652879
476	0.4283642291
477	0.4283631362
478	0.428361565
479	0.4283605062
480	0.4283593791
481	0.4283581154
482	0.4283571932
483	0.4283560661
484	0.4283549731
485	0.4283540167
486	0.4283530604
487	0.4283519674
488	0.4283510111
489	0.4283501231
490	0.4283489618
491	0.4283479371
492	0.4283469808
493	0.4283460586
494	0.428344829
495	0.4283438044
496	0.4283429505
497	0.4283419942
498	0.4283409695
499	0.4283400473
500	0.4283391251
501	0.4283382712
502	0.4283372124
503	0.4283360512
504	0.4283351973
505	0.4283342751
506	0.4283333529
507	0.4283324649
508	0.4283315769
509	0.4283306888
510	0.4283298691
511	0.4283289128
512	0.4283280247
513	0.4283271025
514	0.4283260779
515	0.4283252582
516	0.4283244043
517	0.4283235504
518	0.4283224574
519	0.428321706
520	0.4283207497
521	0.4283199983
522	0.4283190761
523	0.4283180856
524	0.4283173
525	0.4283164461
526	0.4283155923
527	0.4283148067
528	0.4283139528
529	0.4283131331
530	0.4283123134
531	0.4283114253
532	0.4283105373
533	0.4283092736
534	0.4283083855
535	0.4283076
536	0.4283068486
537	0.428306063
538	0.4283051067
539	0.4283042186
540	0.4283033989
541	0.4283025109
542	0.4283017253
543	0.4283009397
544	0.4283001542
545	0.4282994028
546	0.4282985147
547	0.4282977633
548	0.4282969777
549	0.4282959872
550	0.4282952017
551	0.4282943136
552	0.4282935622
553	0.4282928108
554	0.4282918203
555	0.4282911031
556	0.428290215
557	0.4282894978
558	0.4282887805
559	0.4282880633
560	0.4282873118
561	0.4282865946
562	0.4282858432
563	0.4282851259
564	0.4282844087
565	0.4282837256
566	0.4282829741
567	0.428282291
568	0.4282815738
569	0.4282808565
570	0.4282801734
571	0.4282794903
572	0.4282786706
573	0.4282779192
574	0.4282773044
575	0.4282766213
576	0.4282758699
577	0.4282752551
578	0.4282745378
579	0.4282738547
580	0.4282731375
581	0.4282722836
582	0.4282716347
583	0.4282709516
584	0.428270166
585	0.428269517
586	0.4282688339
587	0.428268185
588	0.428267536
589	0.4282668529
590	0.4282662382
591	0.4282655551
592	0.4282649403
593	0.4282642572
594	0.4282636082
595	0.4282629934
596	0.4282621054
597	0.4282614906
598	0.4282607392
599	0.4282600561
600	0.4282594413
601	0.4282588265
602	0.4282579726
603	0.4282572895
604	0.4282566747
605	0.4282560599
606	0.428255411
607	0.428254967
608	0.4282542839
609	0.4282536008
610	0.4282531226
611	0.4282525761
612	0.428251893
613	0.4282513465
614	0.4282506634
615	0.4282500486
616	0.4282494338
617	0.4282487507
618	0.4282482726
619	0.4282477261
620	0.4282470771
621	0.4282465307
622	0.42824595
623	0.4282451986
624	0.4282445155
625	0.4282439349
626	0.4282434225
627	0.4282428078
628	0.4282422271
629	0.4282417148
630	0.4282409634
631	0.4282402803
632	0.4282396655
633	0.4282390507
634	0.4282385042
635	0.4282379236
636	0.4282373429
637	0.4282368648
638	0.4282361475
639	0.4282356352
640	0.4282351229
641	0.4282344398
642	0.4282337567
643	0.4282332443
644	0.4282328003
645	0.4282320489
646	0.4282314683
647	0.4282309218
648	0.4282303753
649	0.4282298971
650	0.4282293506
651	0.4282288725
652	0.4282282918
653	0.4282277795
654	0.428227233
655	0.4282266866
656	0.4282261401
657	0.4282255936
658	0.4282251837
659	0.4282246714
660	0.4282241249
661	0.4282236126
662	0.4282229636
663	0.4282224172
664	0.428221939
665	0.4282214267
666	0.4282209143
667	0.428220402
668	0.4282198897
669	0.4282194457
670	0.4282189333
671	0.4282183527
672	0.4282179087
673	0.4282174305
674	0.4282169182
675	0.42821644
676	0.4282159619
677	0.4282154495
678	0.4282150055
679	0.4282145273
680	0.428214015
681	0.4282135368
682	0.4282130245
683	0.4282125463
684	0.4282120682
685	0.4282116242
686	0.428211146
687	0.428210702
688	0.4282101896
689	0.4282097115
690	0.4282092675
691	0.4282087893
692	0.4282083111
693	0.4282078329
694	0.4282072865
695	0.4282068766
696	0.4282063984
697	0.4282059203
698	0.4282055104
699	0.4282050664
700	0.428204554
701	0.4282040759
702	0.4282036319
703	0.428203222
704	0.4282027438
705	0.4282022998
706	0.4282018558
707	0.428201241
708	0.4282008311
709	0.428200353
710	0.428199909
711	0.4281994649
712	0.4281990551
713	0.4281985769
714	0.428198167
715	0.428197723
716	0.4281973132
717	0.428196835
718	0.4281964251
719	0.428195947
720	0.4281955029
721	0.4281949906
722	0.4281945808
723	0.4281941709
724	0.4281935561
725	0.4281931462
726	0.4281927364
727	0.4281923265
728	0.4281919167
729	0.4281915068
730	0.4281909603
731	0.4281905163
732	0.4281901064
733	0.4281896966
734	0.4281893209
735	0.428188911
736	0.4281884328
737	0.428188023
738	0.4281875448
739	0.4281871691
740	0.4281867934
741	0.4281863835
742	0.4281859737
743	0.4281855638
744	0.4281851198
745	0.4281847441
746	0.4281843684
747	0.4281839244
748	0.4281835828
749	0.428183173
750	0.4281827631
751	0.4281823532
752	0.4281820117
753	0.4281816018
754	0.4281812261
755	0.4281806796
756	0.4281801673
757	0.4281796891
758	0.4281792793
759	0.4281788694
760	0.4281785279
761	0.4281780838
762	0.4281777423
763	0.4281773324
764	0.4281769909
765	0.4281766152
766	0.4281762395
767	0.4281758638
768	0.4281753514
769	0.4281749757
770	0.4281746342
771	0.4281742243
772	0.4281738486
773	0.4281735071
774	0.4281731314
775	0.4281727557
776	0.4281723799
777	0.4281720384
778	0.4281716627
779	0.428171287
780	0.4281709796
781	0.4281704673
782	0.4281700916
783	0.42816975
784	0.4281693743
785	0.4281689644
786	0.4281686229
787	0.4281682472
788	0.4281678715
789	0.4281675299
790	0.4281671542
791	0.4281668468
792	0.4281665053
793	0.4281661296
794	0.428165788
795	0.4281654123
796	0.4281650708
797	0.4281646609
798	0.4281644218
799	0.428164012
800	0.4281637729
801	0.4281633288
802	0.4281630215
803	0.4281626799
804	0.4281623042
805	0.4281617919
806	0.4281615869
807	0.4281612454
808	0.4281606648
809	0.4281602549
810	0.4281600841
811	0.4281596743
812	0.4281593669
813	0.4281589912
814	0.4281585813
815	0.4281580348
816	0.4281577274
817	0.42815742
818	0.4281571468
819	0.4281568052
820	0.4281564295
821	0.4281561221
822	0.4281557464
823	0.4281553707
824	0.4281550292
825	0.4281548242
826	0.4281544827
827	0.4281542094
828	0.4281538679
829	0.4281535605
830	0.4281532189
831	0.4281529115
832	0.4281526041
833	0.4281522284
834	0.428151921
835	0.428151477
836	0.4281511696
837	0.4281508622
838	0.4281505548
839	0.4281502133
840	0.4281499059
841	0.428149496
842	0.4281492228
843	0.4281488812
844	0.4281485738
845	0.4281482665
846	0.4281479591
847	0.4281476517
848	0.4281473443
849	0.4281470369
850	0.4281467295
851	0.4281464221
852	0.4281461488
853	0.4281458073
854	0.428145534
855	0.4281452266
856	0.4281449534
857	0.428144646
858	0.4281443045
859	0.4281440654
860	0.4281437238
861	0.4281434164
862	0.4281431773
863	0.4281427333
864	0.4281423918
865	0.4281421185
866	0.4281418111
867	0.4281415037
868	0.4281411963
869	0.4281409573
870	0.4281405474
871	0.4281402742
872	0.4281399668
873	0.4281396594
874	0.4281394203
875	0.4281391129
876	0.4281388396
877	0.4281385322
878	0.4281381907
879	0.4281379516
880	0.4281376442
881	0.4281373368
882	0.4281370636
883	0.4281367903
884	0.4281364146
885	0.4281361755
886	0.4281358682
887	0.4281355608
888	0.4281353217
889	0.4281350143
890	0.4281346727
891	0.4281344678
892	0.4281342287
893	0.4281338872
894	0.4281336481
895	0.4281333407
896	0.428132965
897	0.4281327942
898	0.428132521
899	0.4281321452
900	0.4281318037
901	0.4281315646
902	0.4281313255
903	0.4281310523
904	0.428130779
905	0.4281306083
906	0.4281303009
907	0.4281300618
908	0.4281297544
909	0.4281295153
910	0.4281292762
911	0.4281289347
912	0.4281285931
913	0.4281283882
914	0.4281280125
915	0.4281278075
916	0.4281276368
917	0.4281273294
918	0.4281269878
919	0.4281267487
920	0.4281266121
921	0.4281263389
922	0.4281259973
923	0.4281257241
924	0.4281255192
925	0.4281252459
926	0.4281249727
927	0.4281248019
928	0.4281245287
929	0.4281242554
930	0.4281240163
931	0.4281237431
932	0.4281234357
933	0.4281231625
934	0.42812306
935	0.4281228209
936	0.428122411
937	0.4281222061
938	0.4281218987
939	0.4281216596
940	0.4281214205
941	0.4281211815
942	0.4281209082
943	0.4281206691
944	0.42812043
945	0.4281201568
946	0.428119986
947	0.4281197469
948	0.4281194737
949	0.4281192346
950	0.4281189955
951	0.4281187564
952	0.4281185515
953	0.4281182783
954	0.4281180392
955	0.4281178001
956	0.4281175952
957	0.4281173219
958	0.4281170828
959	0.4281169121
960	0.4281166047
961	0.4281163997
962	0.4281161265
963	0.4281159557
964	0.4281156825
965	0.4281154434
966	0.4281152385
967	0.4281149994
968	0.4281147603
969	0.4281145554
970	0.4281141114
971	0.4281139064
972	0.428113599
973	0.4281134283
974	0.4281132233
975	0.4281129501
976	0.4281127793
977	0.4281125402
978	0.4281123694
979	0.428112062
980	0.4281117888
981	0.4281115156
982	0.4281113106
983	0.4281111057
984	0.4281109008
985	0.42811073
986	0.4281104568
987	0.4281102177
988	0.4281099444
989	0.4281097395
990	0.4281095346
991	0.4281093296
992	0.4281090906
993	0.4281089198
994	0.4281085782
995	0.4281084758
996	0.4281081001
997	0.4281079976
998	0.4281076902
999	0.4281075194
